Method,Parameter,Outcome,delta_raw_4000,delta_4000,delta_conf_4000,S1_4000,S1_conf_4000,delta_4000_norm
Delta_4000,CO2 Cap,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Buildings demand,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Steel Production,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Chemical Production,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Passenger Cars,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Bunker aviation,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Bunker navigation,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Agriculture neGHG CH4,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Agriculture neGHG N2O,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Wind offshore Costs,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Wind offshore Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Solar PV Costs,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Solar PV Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Nuclear Costs,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Nuclear Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Hydrogen Import Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Hydrogen Import Price,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Biomass Import Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Biomass Import Price,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Ammonia Import Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Ammonia Import Price,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,CCS potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Flexibility Costs,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,LNG Import Price,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Electricity Trade Price,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Weather Conditions,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Electricity Trade Ratio,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Agriculture neGHG CH4,comPrices 2050 Kerosene,0.11430762062546551,0.11430762062546551,0.09645277090681617,0.0,0.0,0.17605703286297222
Delta_4000,Agriculture neGHG N2O,comPrices 2050 Kerosene,0.1165181662191495,0.1165181662191495,0.3165038946015814,0.0,0.0,0.1864952386361147
Delta_4000,Wind offshore Costs,comPrices 2050 Kerosene,0.15051247595703218,0.15051247595703218,0.02649008599111414,0.0,0.0,0.34701651500056285
Delta_4000,Wind offshore Potential,comPrices 2050 Kerosene,0.17303659236697033,0.17303659236697033,0.034252550278758884,0.0,0.0,0.4533754892813532
Delta_4000,Solar PV Costs,comPrices 2050 Kerosene,0.14417203639261397,0.14417203639261397,0.021585039857170953,0.0,0.0,0.31707693218685845
Delta_4000,Solar PV Potential,comPrices 2050 Kerosene,0.13277175592601476,0.13277175592601476,0.017978167267140837,0.0,0.0,0.2632447589342895
Delta_4000,Nuclear Costs,comPrices 2050 Kerosene,0.1484208909127583,0.1484208909127583,0.019987329218368533,0.0,0.0,0.3371400414518888
Delta_4000,Nuclear Potential,comPrices 2050 Kerosene,0.14797605997416519,0.14797605997416519,0.2000334612870801,0.0,0.0,0.3350395478522264
Delta_4000,Hydrogen Import Potential,comPrices 2050 Kerosene,0.11068725903832898,0.11068725903832898,0.01909478498993959,0.0,0.0,0.15896166992285174
Delta_4000,Hydrogen Import Price,comPrices 2050 Kerosene,0.11455345861089239,0.11455345861089239,0.0220218528603516,0.0,0.0,0.17721788088441656
Delta_4000,Biomass Import Potential,comPrices 2050 Kerosene,0.13091962706912036,0.13091962706912036,0.04247282650828735,0.0,0.0,0.254498998529312
Delta_4000,Biomass Import Price,comPrices 2050 Kerosene,0.13128132992386032,0.13128132992386032,0.05970241604334271,0.0,0.0,0.25620696096053097
Delta_4000,Ammonia Import Potential,comPrices 2050 Kerosene,0.11075252150146392,0.11075252150146392,0.022292943978513814,0.0,0.0,0.15926983955364835
Delta_4000,Ammonia Import Price,comPrices 2050 Kerosene,0.11923067926426038,0.11923067926426038,0.022094414451219437,0.0,0.0,0.1993037368675465
Delta_4000,CCS potential,comPrices 2050 Kerosene,0.12989726714765168,0.12989726714765168,0.037121626611830126,0.0,0.0,0.2496714105958195
Delta_4000,Flexibility Costs,comPrices 2050 Kerosene,0.11407695081225415,0.11407695081225415,0.01782955355132244,0.0,0.0,0.17496780901577716
Delta_4000,LNG Import Price,comPrices 2050 Kerosene,0.1491310069065008,0.1491310069065008,0.016166888129790464,0.0,0.0,0.3404932122196225
Delta_4000,Electricity Trade Price,comPrices 2050 Kerosene,0.07702323414271514,0.07702323414271514,0.10186769687282764,0.0,0.0,0.0
Delta_4000,Weather Conditions,comPrices 2050 Kerosene,0.1627396224535921,0.1627396224535921,0.06774420878870252,0.0,0.0,0.40475315319256217
Delta_4000,Electricity Trade Ratio,comPrices 2050 Kerosene,0.14219202126646147,0.14219202126646147,0.024337066593755174,0.0,0.0,0.30772729227001305
Delta_4000,Electricity Trade Volume,comPrices 2050 Kerosene,0.1290051972654977,0.1290051972654977,0.05832443122940066,0.0,0.0,0.24545905278671049
Delta_4000,WACC,comPrices 2050 Kerosene,0.14986867314852936,0.14986867314852936,0.032358580821157626,0.0,0.0,0.34397647537791026
Delta_4000,Bunker Emission Reduction,comPrices 2050 Kerosene,0.12313352017140838,0.12313352017140838,0.12881849583366703,0.0,0.0,0.21773296836815348
Delta_4000,End-of-Life Emission Reduction,comPrices 2050 Kerosene,0.11251254879154228,0.11251254879154228,0.02249775637363373,0.0,0.0,0.16758069596514955
Delta_4000,CO2 Cap,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Buildings demand,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Steel Production,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Chemical Production,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Passenger Cars,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Bunker aviation,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Bunker navigation,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Agriculture neGHG CH4,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Agriculture neGHG N2O,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Wind offshore Costs,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Wind offshore Potential,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Solar PV Costs,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Solar PV Potential,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Nuclear Costs,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Nuclear Potential,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Hydrogen Import Potential,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Hydrogen Import Price,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Biomass Import Potential,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Biomass Import Price,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Ammonia Import Potential,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Ammonia Import Price,comPrices 2050 Solar Energy,,,,,,
Delta_4000,CCS potential,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Flexibility Costs,comPrices 2050 Solar Energy,,,,,,
Delta_4000,LNG Import Price,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Electricity Trade Price,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Weather Conditions,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Electricity Trade Ratio,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Electricity Trade Volume,comPrices 2050 Solar Energy,,,,,,
Delta_4000,WACC,comPrices 2050 Solar Energy,,,,,,
Delta_4000,Bunker Emission Reduction,comPrices 2050 Solar Energy,,,,,,
Delta_4000,End-of-Life Emission Reduction,comPrices 2050 Solar Energy,,,,,,
Delta_4000,CO2 Cap,comPrices 2050 Motorcycles,0.38786380372696383,0.38786380372696383,0.10019964041892081,0.0,0.0,1.0
Delta_4000,Buildings demand,comPrices 2050 Motorcycles,0.11794121072883454,0.11794121072883454,0.0881943878152547,0.0,0.0,0.28532364436944874
Delta_4000,Steel Production,comPrices 2050 Motorcycles,0.04402901671516803,0.04402901671516803,0.0936490148379296,0.0,0.0,0.08962569679263543
Delta_4000,Chemical Production,comPrices 2050 Motorcycles,0.010178728697470938,0.010178728697470938,0.10415169078563734,0.0,0.0,0.0
Delta_4000,Passenger Cars,comPrices 2050 Motorcycles,0.23952299370143618,0.23952299370143618,0.0861596750636899,0.0,0.0,0.6072367699095763
Delta_4000,Bunker aviation,comPrices 2050 Motorcycles,0.02144457855254824,0.02144457855254824,0.10183342752868911,0.0,0.0,0.029828686913819843
Delta_4000,Bunker navigation,comPrices 2050 Motorcycles,0.04032338882528497,0.04032338882528497,0.08876672812838336,0.0,0.0,0.07981427416865777
Delta_4000,Agriculture neGHG CH4,comPrices 2050 Motorcycles,0.021907125788029364,0.021907125788029364,0.09434689505791455,0.0,0.0,0.031053377181088162
Delta_4000,Agriculture neGHG N2O,comPrices 2050 Motorcycles,0.31760615440378964,0.31760615440378964,0.09564039408229304,0.0,0.0,0.8139782216236957
Delta_4000,Wind offshore Costs,comPrices 2050 Motorcycles,0.37988836342737575,0.37988836342737575,0.09167091967044247,0.0,0.0,0.9788833585786643
Delta_4000,Wind offshore Potential,comPrices 2050 Motorcycles,0.15620767641990146,0.15620767641990146,0.08507457070548628,0.0,0.0,0.38664209251855486
Delta_4000,Solar PV Costs,comPrices 2050 Motorcycles,0.2300345360898173,0.2300345360898173,0.09854632520858543,0.0,0.0,0.5821140996243448
Delta_4000,Solar PV Potential,comPrices 2050 Motorcycles,0.20819888334405165,0.20819888334405165,0.09200374615626761,0.0,0.0,0.5242996552911645
Delta_4000,Nuclear Costs,comPrices 2050 Motorcycles,0.050654618704715035,0.050654618704715035,0.08341630576045743,0.0,0.0,0.10716835978780308
Delta_4000,Nuclear Potential,comPrices 2050 Motorcycles,0.02951934245237453,0.02951934245237453,0.10481225089656233,0.0,0.0,0.051208308280101644
Delta_4000,Hydrogen Import Potential,comPrices 2050 Motorcycles,0.019778449935833026,0.019778449935833026,0.10612645028889059,0.0,0.0,0.025417263940367404
Delta_4000,Hydrogen Import Price,comPrices 2050 Motorcycles,0.036079931572758156,0.036079931572758156,0.09982321418232536,0.0,0.0,0.06857883614613214
Delta_4000,Biomass Import Potential,comPrices 2050 Motorcycles,0.09972455277518788,0.09972455277518788,0.09321207189648881,0.0,0.0,0.23709124346712518
Delta_4000,Biomass Import Price,comPrices 2050 Motorcycles,0.12440775334460795,0.12440775334460795,0.0882066433624764,0.0,0.0,0.30244516450171355
Delta_4000,Ammonia Import Potential,comPrices 2050 Motorcycles,0.14439313396593761,0.14439313396593761,0.0982328653518139,0.0,0.0,0.35536062752277425
Delta_4000,Ammonia Import Price,comPrices 2050 Motorcycles,0.1483507086914575,0.1483507086914575,0.08870732233879326,0.0,0.0,0.3658391319360367
Delta_4000,CCS potential,comPrices 2050 Motorcycles,0.04845398349448817,0.04845398349448817,0.0983334790399101,0.0,0.0,0.1013417191400226
Delta_4000,Flexibility Costs,comPrices 2050 Motorcycles,0.043895962956789755,0.043895962956789755,0.09592864559217716,0.0,0.0,0.08927340921980008
Delta_4000,LNG Import Price,comPrices 2050 Motorcycles,0.2555072886858603,0.2555072886858603,0.0948102751710243,0.0,0.0,0.6495585243055527
Delta_4000,Electricity Trade Price,comPrices 2050 Motorcycles,0.06632041104380232,0.06632041104380232,0.08192077266212891,0.0,0.0,0.14864681200851623
Delta_4000,Weather Conditions,comPrices 2050 Motorcycles,0.2767596977394249,0.2767596977394249,0.08831713018421448,0.0,0.0,0.7058287093318077
Delta_4000,Electricity Trade Ratio,comPrices 2050 Motorcycles,0.07794343366891754,0.07794343366891754,0.1037345109333888,0.0,0.0,0.179421188317158
Delta_4000,Electricity Trade Volume,comPrices 2050 Motorcycles,0.04431064449624885,0.04431064449624885,0.07554852183806478,0.0,0.0,0.09037136507475864
Delta_4000,WACC,comPrices 2050 Motorcycles,0.04652992370551589,0.04652992370551589,0.08969439572074657,0.0,0.0,0.09624736959808734
Delta_4000,Bunker Emission Reduction,comPrices 2050 Motorcycles,0.13065207825639458,0.13065207825639458,0.10518367051539075,0.0,0.0,0.3189783169205615
Delta_4000,End-of-Life Emission Reduction,comPrices 2050 Motorcycles,0.10981766564607937,0.10981766564607937,0.08691012778524129,0.0,0.0,0.26381486464835224
Delta_4000,CO2 Cap,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Buildings demand,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Steel Production,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Chemical Production,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Passenger Cars,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Bunker aviation,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Bunker navigation,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Agriculture neGHG CH4,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Agriculture neGHG N2O,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Wind offshore Costs,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Wind offshore Potential,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Solar PV Costs,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Solar PV Potential,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Nuclear Costs,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Nuclear Potential,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Hydrogen Import Potential,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Hydrogen Import Price,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Biomass Import Potential,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Biomass Import Price,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Ammonia Import Potential,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Ammonia Import Price,comPrices 2050 Solar Heat,,,,,,
Delta_4000,CCS potential,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Flexibility Costs,comPrices 2050 Solar Heat,,,,,,
Delta_4000,LNG Import Price,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Electricity Trade Price,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Weather Conditions,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Electricity Trade Ratio,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Electricity Trade Volume,comPrices 2050 Solar Heat,,,,,,
Delta_4000,WACC,comPrices 2050 Solar Heat,,,,,,
Delta_4000,Bunker Emission Reduction,comPrices 2050 Solar Heat,,,,,,
Delta_4000,End-of-Life Emission Reduction,comPrices 2050 Solar Heat,,,,,,
Delta_4000,CO2 Cap,comPrices 2050 Other ETS - Industry,0.04786142812073734,0.04786142812073734,0.09096447929363938,0.0,0.0,0.09980585587948385
Delta_4000,Buildings demand,comPrices 2050 Other ETS - Industry,0.4331297285320241,0.4331297285320241,0.07781713399858867,0.0,0.0,1.0
Delta_4000,Steel Production,comPrices 2050 Other ETS - Industry,0.05299200079264362,0.05299200079264362,0.08701001809138927,0.0,0.0,0.11179363548736845
Delta_4000,Chemical Production,comPrices 2050 Other ETS - Industry,0.1952827705753375,0.1952827705753375,0.08942444086165906,0.0,0.0,0.444261470458587
Delta_4000,Passenger Cars,comPrices 2050 Other ETS - Industry,0.02858089148320881,0.02858089148320881,0.09596972720457993,0.0,0.0,0.05475614335946623
Delta_4000,Bunker aviation,comPrices 2050 Other ETS - Industry,0.021122603055485852,0.021122603055485852,0.08839724193165276,0.0,0.0,0.037329566709815326
Delta_4000,Bunker navigation,comPrices 2050 Other ETS - Industry,0.14102897061443387,0.14102897061443387,0.08296609849993504,0.0,0.0,0.3174953883050484
Delta_4000,Agriculture neGHG CH4,comPrices 2050 Other ETS - Industry,0.1442723933212977,0.1442723933212977,0.09121023661371269,0.0,0.0,0.32507376972005053
Delta_4000,Agriculture neGHG N2O,comPrices 2050 Other ETS - Industry,0.12216703618131602,0.12216703618131602,0.10283937901791329,0.0,0.0,0.27342375587291806
Delta_4000,Wind offshore Costs,comPrices 2050 Other ETS - Industry,0.05819024445580429,0.05819024445580429,0.09642741391096495,0.0,0.0,0.12393953095889666
Delta_4000,Wind offshore Potential,comPrices 2050 Other ETS - Industry,0.4172267565963248,0.4172267565963248,0.08714473238143429,0.0,0.0,0.9628420968054032
Delta_4000,Solar PV Costs,comPrices 2050 Other ETS - Industry,0.12295195334924441,0.12295195334924441,0.09085215198995965,0.0,0.0,0.27525774490714305
Delta_4000,Solar PV Potential,comPrices 2050 Other ETS - Industry,0.00514616195629239,0.00514616195629239,0.09427687139598065,0.0,0.0,0.0
Delta_4000,Nuclear Costs,comPrices 2050 Other ETS - Industry,0.26146279105154696,0.26146279105154696,0.0877576382898671,0.0,0.0,0.5988936237576293
Delta_4000,Nuclear Potential,comPrices 2050 Other ETS - Industry,0.10879022895556564,0.10879022895556564,0.0924296439473261,0.0,0.0,0.24216833330429627
Delta_4000,Hydrogen Import Potential,comPrices 2050 Other ETS - Industry,0.09747921565008841,0.09747921565008841,0.07921005118193955,0.0,0.0,0.2157397173740728
Delta_4000,Hydrogen Import Price,comPrices 2050 Other ETS - Industry,0.24099044751389584,0.24099044751389584,0.08251997395099456,0.0,0.0,0.5510592087555558
Delta_4000,Biomass Import Potential,comPrices 2050 Other ETS - Industry,0.19660602424883927,0.19660602424883927,0.09519210066619506,0.0,0.0,0.44735330336256746
Delta_4000,Biomass Import Price,comPrices 2050 Other ETS - Industry,0.22790235206085413,0.22790235206085413,0.079310197739516,0.0,0.0,0.5204783723048512
Delta_4000,Ammonia Import Potential,comPrices 2050 Other ETS - Industry,0.32752020377489494,0.32752020377489494,0.08813575832072952,0.0,0.0,0.753239299344823
Delta_4000,Ammonia Import Price,comPrices 2050 Other ETS - Industry,0.14353181368771234,0.14353181368771234,0.06900092968124313,0.0,0.0,0.32334337703345584
Delta_4000,CCS potential,comPrices 2050 Other ETS - Industry,0.22993488978480722,0.22993488978480722,0.10578241981431151,0.0,0.0,0.5252274745664527
Delta_4000,Flexibility Costs,comPrices 2050 Other ETS - Industry,0.3103156090553141,0.3103156090553141,0.0936494696103163,0.0,0.0,0.7130401046485554
Delta_4000,LNG Import Price,comPrices 2050 Other ETS - Industry,0.03852186597446481,0.03852186597446481,0.09046838087598646,0.0,0.0,0.07798361111200888
Delta_4000,Electricity Trade Price,comPrices 2050 Other ETS - Industry,0.044848096533899255,0.044848096533899255,0.09572049281257172,0.0,0.0,0.09276509118155968
Delta_4000,Weather Conditions,comPrices 2050 Other ETS - Industry,0.16943283731681189,0.16943283731681189,0.07680398584478014,0.0,0.0,0.38386211105011897
Delta_4000,Electricity Trade Ratio,comPrices 2050 Other ETS - Industry,0.35415250220167777,0.35415250220167777,0.08146419861529125,0.0,0.0,0.8154666849425133
Delta_4000,Electricity Trade Volume,comPrices 2050 Other ETS - Industry,0.026279846829459858,0.026279846829459858,0.09311958274559162,0.0,0.0,0.04937966436949131
Delta_4000,WACC,comPrices 2050 Other ETS - Industry,0.027990344505906498,0.027990344505906498,0.09442237845543436,0.0,0.0,0.05337630772225417
Delta_4000,Bunker Emission Reduction,comPrices 2050 Other ETS - Industry,0.03932264495244807,0.03932264495244807,0.0898369026115773,0.0,0.0,0.07985466187311693
Delta_4000,End-of-Life Emission Reduction,comPrices 2050 Other ETS - Industry,0.07373831717285881,0.07373831717285881,0.09682685493130819,0.0,0.0,0.16026819853240568
Delta_4000,CO2 Cap,comPrices 2050 Natural Gas LNG,0.0485490506148799,0.0485490506148799,0.007078091588260254,0.0,0.0,0.01953239737532647
Delta_4000,Buildings demand,comPrices 2050 Natural Gas LNG,0.06279797001984426,0.06279797001984426,0.007059801491854826,0.0,0.0,0.036110850495553654
Delta_4000,Steel Production,comPrices 2050 Natural Gas LNG,0.04681710235231207,0.04681710235231207,0.007434257277938024,0.0,0.0,0.017517295579773048
Delta_4000,Chemical Production,comPrices 2050 Natural Gas LNG,0.05540306965804504,0.05540306965804504,0.0075654492540008335,0.0,0.0,0.02750696935252981
Delta_4000,Passenger Cars,comPrices 2050 Natural Gas LNG,0.04983844135847501,0.04983844135847501,0.006821106414096505,0.0,0.0,0.021032588610101717
Delta_4000,Bunker aviation,comPrices 2050 Natural Gas LNG,0.04542032471304577,0.04542032471304577,0.007619698462135721,0.0,0.0,0.015892160932447434
Delta_4000,Bunker navigation,comPrices 2050 Natural Gas LNG,0.049339864532514585,0.049339864532514585,0.007653089235042144,0.0,0.0,0.02045250023279383
Delta_4000,Agriculture neGHG CH4,comPrices 2050 Natural Gas LNG,0.05053529010888539,0.05053529010888539,0.007303715517425734,0.0,0.0,0.021843364081015136
Delta_4000,Agriculture neGHG N2O,comPrices 2050 Natural Gas LNG,0.04462160605108116,0.04462160605108116,0.006439810845970244,0.0,0.0,0.01496286099626999
Delta_4000,Wind offshore Costs,comPrices 2050 Natural Gas LNG,0.06525274414483459,0.06525274414483459,0.007700096981772276,0.0,0.0,0.038966951831751834
Delta_4000,Wind offshore Potential,comPrices 2050 Natural Gas LNG,0.03748839643888296,0.03748839643888296,0.007339131981804511,0.0,0.0,0.006663454017283178
Delta_4000,Solar PV Costs,comPrices 2050 Natural Gas LNG,0.031761262636808854,0.031761262636808854,0.006456455249488146,0.0,0.0,0.0
Delta_4000,Solar PV Potential,comPrices 2050 Natural Gas LNG,0.061820809534324235,0.061820809534324235,0.007657135315221311,0.0,0.0,0.03497393555907868
Delta_4000,Nuclear Costs,comPrices 2050 Natural Gas LNG,0.04217342852492217,0.04217342852492217,0.0069942029277135715,0.0,0.0,0.01211443472660634
Delta_4000,Nuclear Potential,comPrices 2050 Natural Gas LNG,0.05424412593966652,0.05424412593966652,0.006750698805785335,0.0,0.0,0.026158551724634042
Delta_4000,Hydrogen Import Potential,comPrices 2050 Natural Gas LNG,0.05413340253643166,0.05413340253643166,0.007690272720612085,0.0,0.0,0.026029726324077587
Delta_4000,Hydrogen Import Price,comPrices 2050 Natural Gas LNG,0.05870948799682214,0.05870948799682214,0.0075648725573313974,0.0,0.0,0.03135394889303994
Delta_4000,Biomass Import Potential,comPrices 2050 Natural Gas LNG,0.05002557320233824,0.05002557320233824,0.006662702049794798,0.0,0.0,0.021250314348637885
Delta_4000,Biomass Import Price,comPrices 2050 Natural Gas LNG,0.047126176791839905,0.047126176791839905,0.007023847260111929,0.0,0.0,0.017876900119650475
Delta_4000,Ammonia Import Potential,comPrices 2050 Natural Gas LNG,0.04715114332832571,0.04715114332832571,0.007106122168341691,0.0,0.0,0.017905948396431393
Delta_4000,Ammonia Import Price,comPrices 2050 Natural Gas LNG,0.05429374598419817,0.05429374598419817,0.007580094595530812,0.0,0.0,0.026216284073222167
Delta_4000,CCS potential,comPrices 2050 Natural Gas LNG,0.07090099250067752,0.07090099250067752,0.007526117349474651,0.0,0.0,0.045538623543651485
Delta_4000,Flexibility Costs,comPrices 2050 Natural Gas LNG,0.06717444025595007,0.06717444025595007,0.006630364946999401,0.0,0.0,0.04120282305707094
Delta_4000,LNG Import Price,comPrices 2050 Natural Gas LNG,0.8912455161815148,0.8912455161815148,0.0024116588197034363,0.0,0.0,1.0
Delta_4000,Electricity Trade Price,comPrices 2050 Natural Gas LNG,0.05380921767416699,0.05380921767416699,0.007889840752552753,0.0,0.0,0.02565254098190563
Delta_4000,Weather Conditions,comPrices 2050 Natural Gas LNG,0.05119314428361062,0.05119314428361062,0.008604957791801074,0.0,0.0,0.02260876981359498
Delta_4000,Electricity Trade Ratio,comPrices 2050 Natural Gas LNG,0.05361186488213339,0.05361186488213339,0.007937864077705399,0.0,0.0,0.025422923288248446
Delta_4000,Electricity Trade Volume,comPrices 2050 Natural Gas LNG,0.03256872663393877,0.03256872663393877,0.008259496266924678,0.0,0.0,0.0009394750326137472
Delta_4000,WACC,comPrices 2050 Natural Gas LNG,0.049667547027800685,0.049667547027800685,0.0071746050060924275,0.0,0.0,0.020833755030580603
Delta_4000,Bunker Emission Reduction,comPrices 2050 Natural Gas LNG,0.06808611409811087,0.06808611409811087,0.00821905081897786,0.0,0.0,0.042263545040517235
Delta_4000,End-of-Life Emission Reduction,comPrices 2050 Natural Gas LNG,0.05069235638528238,0.05069235638528238,0.006627183513071424,0.0,0.0,0.022026108879130073
